rank,sign,date,r_net,country,tenor_years,leg,wd,r_bucket,contribution
6,loss,1998-09-30,-0.012176871444101338,GB,20.0,long,0.5,-0.03355020205925054,-0.0013120354726622358
7,loss,2000-12-31,-0.010675776718452773,JP,7.0,long,0.5,0.014790231982077883,0.0011072040950070505
7,loss,2000-12-31,-0.010675776718452773,JP,5.0,long,0.5,0.008887585802601438,0.0009133326718524168
7,loss,2000-12-31,-0.010675776718452773,GB,10.0,long,0.5,0.007495458227176792,0.0004782326692379331
7,loss,2000-12-31,-0.010675776718452773,DE,30.0,long,0.5,0.003923828888616484,0.00013452328475606405
7,loss,2000-12-31,-0.010675776718452773,DE,20.0,long,0.5,0.0032391750241757633,0.0001330051202172687
7,loss,2000-12-31,-0.010675776718452773,JP,20.0,short,-0.5,0.047986546713035406,-0.0014917496747746213
7,loss,2000-12-31,-0.010675776718452773,CA,2.0,short,-0.5,0.006556462843840232,-0.0017485969856947906
7,loss,2000-12-31,-0.010675776718452773,CA,1.0,short,-0.5,0.0036213397659377857,-0.0018836123804689725
7,loss,2000-12-31,-0.010675776718452773,US,2.0,short,-0.5,0.0077098416076161885,-0.00205212971189534
7,loss,2000-12-31,-0.010675776718452773,US,1.0,short,-0.5,0.005015799200738649,-0.002608402594049354
8,loss,2024-11-30,-0.009781820889618245,GB,2.0,short,-0.4166666666666667,-0.003014697755298771,0.0006607048998306506
8,loss,2024-11-30,-0.009781820889618245,GB,1.0,short,-0.4166666666666667,-0.0014469330360898291,0.0006222520323330678
8,loss,2024-11-30,-0.009781820889618245,US,2.0,short,-0.4166666666666667,-0.002499103674058653,0.0005477996396523877
8,loss,2024-11-30,-0.009781820889618245,DE,2.0,short,-0.4166666666666667,-0.0025266633619016807,0.0005418874365495332
8,loss,2024-11-30,-0.009781820889618245,FR,2.0,short,-0.4166666666666667,-0.0022438054712708086,0.0004831534674447195
8,loss,2024-11-30,-0.009781820889618245,FR,30.0,long,0.4166666666666667,-0.05449233564270486,-0.0012237055334663658
8,loss,2024-11-30,-0.009781820889618245,GB,10.0,long,0.4166666666666667,-0.026088049049714006,-0.0013453851912104608
8,loss,2024-11-30,-0.009781820889618245,GB,20.0,long,0.4166666666666667,-0.04547653066884543,-0.0014664234096290587
8,loss,2024-11-30,-0.009781820889618245,US,10.0,long,0.4166666666666667,-0.031962668006813195,-0.0016431252550382026
8,loss,2024-11-30,-0.009781820889618245,US,20.0,long,0.4166666666666667,-0.05260686661500364,-0.001666477127173306
9,loss,2022-02-28,-0.009261840727356668,FR,30.0,short,-1.25,-0.060716408041520564,0.0030274742765081927
9,loss,2022-02-28,-0.009261840727356668,US,20.0,short,-0.625,-0.05120055874263239,0.001995765071107233
9,loss,2022-02-28,-0.009261840727356668,US,30.0,short,-0.625,-0.055315778735464324,0.0015739629505102833
9,loss,2022-02-28,-0.009261840727356668,CA,20.0,short,-0.625,-0.03985426271644762,0.0015444415733317312
9,loss,2022-02-28,-0.009261840727356668,CA,30.0,short,-0.625,-0.050617527157195995,0.0014337728038199538
9,loss,2022-02-28,-0.009261840727356668,CA,1.0,long,0.625,-0.003603748493240267,-0.002274096099830605
9,loss,2022-02-28,-0.009261840727356668,US,1.0,long,0.625,-0.004030753961270933,-0.002538320347736133
9,loss,2022-02-28,-0.009261840727356668,US,2.0,long,0.625,-0.013629284354473288,-0.0043360910854334245
9,loss,2022-02-28,-0.009261840727356668,CA,2.0,long,0.625,-0.01367794027521293,-0.004351877012178856
9,loss,2022-02-28,-0.009261840727356668,FR,10.0,long,1.25,-0.0339379523096075,-0.0043953780611253115
10,loss,2007-12-31,-0.00901191022153848,DE,7.0,long,0.4166666666666667,0.029739247586673866,0.0020865178904671015
10,loss,2007-12-31,-0.00901191022153848,DE,10.0,long,0.4166666666666667,0.03183916574559705,0.0016702389000045595
10,loss,2007-12-31,-0.00901191022153848,US,10.0,long,0.4166666666666667,0.032282514644500604,0.0016484209946645938
10,loss,2007-12-31,-0.00901191022153848,FR,10.0,long,0.4166666666666667,0.03008485566594151,0.0015818676866805083
10,loss,2007-12-31,-0.00901191022153848,FR,1.0,long,0.4166666666666667,0.0033976469039754477,0.0014738709132203493
10,loss,2007-12-31,-0.00901191022153848,CA,2.0,short,-0.4166666666666667,0.010215102225551108,-0.002229887532686541
10,loss,2007-12-31,-0.00901191022153848,DE,2.0,short,-0.4166666666666667,0.010920968081952274,-0.0024153843379474743
10,loss,2007-12-31,-0.00901191022153848,FR,2.0,short,-0.4166666666666667,0.010988866179460675,-0.002431780671021927
10,loss,2007-12-31,-0.00901191022153848,US,2.0,short,-0.4166666666666667,0.015524661253814352,-0.0033585453489065023
10,loss,2007-12-31,-0.00901191022153848,US,1.0,short,-0.4166666666666667,0.010402081805176764,-0.004443072169908065
