country,tenor_years,window,n_months,r_local_ann,yield_rolldown_ann,carry_rolldown_ann,price_return_ann,r_short_ann,diff_bp,diff_carry_bp,flagged,mean_duration,mean_dy_ann,trend_bp,trend_residual_bp,trend_linearisation_bp,coupon_vs_zero_bp,linear_exact_bp,convexity_bp,accounting_sum_bp,accounting_gap_bp,r_local_sd_monthly,half_var_ann_bp,annualisation
GB,1.0,full,677,0.060734420887381325,0.06229904526181035,-0.0006866460232709017,-0.00022150855386187166,0.06298569128508123,-15.646243744290231,614.2106691065223,False,0.9568808001884569,-0.0010931407130573838,10.460053602289298,-26.10629734657953,-2.3430202563854845,-13.748427416416757,8.117033345903813,1.9929693190703246,-3.638424751442619,-12.007818992847612,0.005627041804933509,1.8998159684681617,arithmetic: mean x 12
GB,2.0,full,679,0.06550655895678828,0.06676800365742515,0.003746924128706447,0.0031176028673063133,0.0630210795287187,-12.614447006368684,617.5963482808183,False,1.8570443382032231,-0.000826529851267598,15.349025806524448,-27.96347281289313,-5.5794125126260194,-14.66946366259217,9.769613293898429,5.546611388634902,0.6467610199411613,-13.261208026309845,0.008957087245596367,4.813764715513507,arithmetic: mean x 12
GB,3.0,full,679,0.0683338495110696,0.0689786792283879,0.005957599699669209,0.004639680070430863,0.0630210795287187,-6.448297173183015,623.762498114004,False,2.702091779090907,-0.0007935825664755871,21.44332928903547,-27.891626462218486,-8.716334445294702,-15.811929932733587,12.72699484374077,10.000560707739792,6.915625618746974,-13.363922791929989,0.011907633520911181,8.507504164099657,arithmetic: mean x 12
GB,5.0,full,679,0.07259503245639187,0.07221202054521933,0.009190941016500628,0.00682499613444477,0.0630210795287187,3.8301191117254274,634.0409143989125,False,4.237717007420925,-0.0007270466124617444,30.81017794816904,-26.980058836443614,-15.705404127953795,-18.317568235154695,15.104773820215247,20.551942146043892,17.339147731104443,-13.509028619379016,0.01686615630330183,17.06803370684448,arithmetic: mean x 12
GB,7.0,full,679,0.07571010081946102,0.07453111704617399,0.011510037517455296,0.008320671786454643,0.0630210795287187,11.789837732870263,642.0006330200572,False,5.586621362649189,-0.0006662224499354971,37.21932571086128,-25.429487977991016,-22.811608995532513,-21.272111353093237,14.407716715328764,32.250295165904056,25.385900528139583,-13.59606279526932,0.02087947538241577,26.15714953469437,arithmetic: mean x 12
GB,10.0,full,679,0.07845402935210594,0.07605352649734454,0.013032446968625822,0.00937189160404792,0.0630210795287187,24.005028547613993,654.2158238348012,False,7.31459554759871,-0.0005932219139148506,43.39178370259551,-19.38675515498152,-30.449256524736008,-25.524751106804963,12.942527177859501,50.06148261589842,37.47925868695296,-13.474230139338967,0.02556793367760728,39.22315395255147,arithmetic: mean x 12
GB,20.0,full,596,0.07167221542341635,0.0697128847619533,0.014738995500208331,0.007718902163048175,0.054973889261744964,19.593306614630603,569.3321992320803,False,11.885943793289933,-7.501909912768834e-05,8.916727956549494,10.676578658081109,-31.93513881412,-38.881443341512295,-23.018410857570505,91.63043240001792,29.730578200935128,-10.137271586304525,0.0331409526241905,65.89936445033034,arithmetic: mean x 12
GB,30.0,full,127,-0.02234797540806286,0.024871375435961948,0.005828068349347774,-0.04974505717310076,0.019043307086614177,-472.1935084402481,-281.76043757410633,True,21.003033777725584,0.003411648894585097,-716.5497697071095,244.3562612668614,100.06954571501421,-9.702194353241126,-616.4802239920953,157.73221803910738,-468.450200306229,-3.7433081340190597,0.04506813275632845,121.86819540852271,arithmetic: mean x 12
JP,1.0,full,597,0.02532390716579086,0.023776780081323275,0.005742842560385254,0.0019316793600957214,0.018033937520938022,15.471270844675846,195.81064605405606,False,0.9831907384458093,-0.002785870901174497,27.39042468540446,-11.919153840728615,-3.363574822565276,-3.8455227562814485,24.026849862839185,0.3760870831395263,20.557414189697266,-5.086143345021419,0.0034261057458042686,0.7042920348859815,arithmetic: mean x 12
JP,2.0,full,609,0.030038348252246612,0.027412275349475025,0.00830922001285762,0.004579087168502765,0.01910305533661741,26.26072902771587,217.29128239388993,False,1.9402820018033144,-0.0020119842272595507,39.03816784063856,-12.77743881292269,-4.478894538193792,-4.220707842281391,34.559273302444765,1.3795445841402334,31.718110044303607,-5.457381016587739,0.005027810672006404,1.5167328092124894,arithmetic: mean x 12
JP,3.0,full,621,0.03275206020666206,0.029855287335001465,0.010380632423568292,0.00575664957864274,0.01947465491143317,28.96772871660597,223.7142778309377,False,2.869508076694336,-0.001412239547334323,40.524327873029925,-11.556599156423957,-4.714828887774281,-4.4807196109105565,35.809498985255644,2.839697163556989,34.16847653790208,-5.200747821296112,0.006755093705781702,2.737877458433495,arithmetic: mean x 12
JP,5.0,full,623,0.03886298183112487,0.03468955167032246,0.015165056164704486,0.009843110242039793,0.019524495505617977,41.73430160802405,236.97925666420383,False,4.645160117247127,-0.0011836075349107966,54.980465156408194,-13.246163548384146,-8.734038311501365,-5.233515571624433,46.24642684490683,5.976610688913182,46.98952196219558,-5.255220354171534,0.009533691980621773,5.453476966882315,arithmetic: mean x 12
JP,7.0,full,623,0.04341382997792764,0.03807001324227375,0.018545517736655772,0.012403444745182865,0.019524495505617977,53.43816735653893,248.68312241271872,True,6.301379072499812,-0.0011064560654957807,69.72199095755593,-16.283823601016998,-14.567247104009532,-7.0870766487999255,55.1547438535464,10.63402641907088,58.70169362381735,-5.263526267278415,0.012521943402471217,9.407943994481546,arithmetic: mean x 12
JP,10.0,full,481,0.03280885985971255,0.028397825693668045,0.020110381410923764,0.012568402479255163,0.008287444282744284,44.11034166044502,126.98478448788784,False,9.06842103852902,-0.0005533925126908884,50.183963046504914,-6.073621386059891,-15.82405969472866,-5.633485037441082,34.35990335177625,17.997398454126966,46.723816768462136,-2.613475108017113,0.016068460430217913,15.491725235848731,arithmetic: mean x 12
JP,20.0,full,476,0.04195248410502282,0.03604420195329358,0.02802684754152887,0.01635468998737576,0.008017354411764708,59.08282151729241,139.2563656349395,True,15.866148650399175,-0.0004946190629826038,78.47699578603144,-19.39417426873903,-46.11354746676228,-13.870066648352395,32.36344831926916,43.353716536923045,61.84709820783981,-2.7642766905473977,0.024172922840731113,35.05981191983639,arithmetic: mean x 12
JP,30.0,full,323,0.013417113781382255,0.024189232733959287,0.023417290628696127,-0.004313412534407217,0.0007719421052631581,-107.72118952577031,-100.00176847313871,True,23.380016437503752,0.0006178709032719059,-144.45831874752452,36.7371292217542,1.3186806677952063,-13.508322199411005,-143.1396380797293,49.687077579004914,-106.96088270013539,-0.7603068256349275,0.026419425108912105,41.87916138512493,arithmetic: mean x 12
US,1.0,full,775,0.049810181006252285,0.051649866634364876,0.0028827376021068095,0.0009986971352845353,0.048767129032258064,-18.396856281125903,469.27443404145475,False,0.9650533352766199,0.0001374983318343157,-1.326932237316778,-17.069924043809124,-1.2172489289244561,-8.90561190842926,-2.544181166241234,1.6723069095025855,-9.777486165167907,-8.619370115957995,0.004981162987887876,1.488719082714244,arithmetic: mean x 12
US,2.0,full,775,0.05415670949531441,0.056234739831406845,0.00746761079914878,0.003195225624346678,0.048767129032258064,-20.780303360924332,466.8909869616563,False,1.8811893355004299,0.0001247585754263407,-2.3469450160425813,-18.43335834488175,-3.863916761577207,-9.96194069697941,-6.2108617776197885,4.55574937642142,-11.617053098177777,-9.163250262746555,0.008006741486323049,3.8464745537283975,arithmetic: mean x 12
US,3.0,full,775,0.05586993891583597,0.057793093140037985,0.009025964107779932,0.00345535827067468,0.048767129032258064,-19.231542242020144,468.4397480805604,False,2.7491015106071828,9.198521779084107e-05,-2.528767011823319,-16.702775230196824,-5.213318636385013,-10.692343619395961,-7.742085648208333,8.123026758977582,-10.311402508626712,-8.920139733393432,0.010664340384941276,6.823689350753368,arithmetic: mean x 12
US,5.0,full,775,0.06009767172856779,0.06204073098803288,0.013273601955774811,0.0052705749543742325,0.048767129032258064,-19.43059259465092,468.2406977279298,False,4.342221351377138,7.741306776697255e-05,-3.3614467573335354,-16.069145837317386,-11.408302336080775,-12.571483850789921,-14.76974909341431,17.01486601613373,-10.326366928070499,-9.104225666580422,0.01538340891543388,14.198956191567033,arithmetic: mean x 12
