rank,sign,date,r_net,country,tenor_years,leg,wd,r_bucket,contribution
3,loss,2021-09-30,-0.036429511595000824,JP,20.0,short,-1.1111111111111112,-0.0032521039669389704,0.00018916580487769678
3,loss,2021-09-30,-0.036429511595000824,JP,30.0,short,-1.1111111111111112,0.0019793868657828153,-8.113073207162236e-05
3,loss,2021-09-30,-0.036429511595000824,FR,30.0,short,-1.1111111111111112,0.01227433029200653,-0.0005184720605559431
3,loss,2021-09-30,-0.036429511595000824,CA,7.0,long,1.1111111111111112,-0.01967211774397545,-0.003274583891065878
3,loss,2021-09-30,-0.036429511595000824,CA,1.0,long,1.1111111111111112,-0.0034879702298019296,-0.003884552826766716
3,loss,2021-09-30,-0.036429511595000824,CA,5.0,long,1.1111111111111112,-0.017466936777205535,-0.003998563881554779
3,loss,2021-09-30,-0.036429511595000824,CA,3.0,long,1.1111111111111112,-0.012352988400377319,-0.00463939466021986
3,loss,2021-09-30,-0.036429511595000824,CA,2.0,long,1.1111111111111112,-0.008796289768627641,-0.004921052311965538
4,loss,2002-02-28,-0.0349804161932363,GB,5.0,short,-0.8333333333333334,-0.015001477942195009,0.002855583295987308
4,loss,2002-02-28,-0.0349804161932363,GB,7.0,short,-0.8333333333333334,-0.019533098580786702,0.0027845460025215023
4,loss,2002-02-28,-0.0349804161932363,GB,10.0,short,-0.8333333333333334,-0.024960980705343506,0.002665782429692515
4,loss,2002-02-28,-0.0349804161932363,GB,20.0,short,-0.8333333333333334,-0.03746804059596379,0.002463722340530306
4,loss,2002-02-28,-0.0349804161932363,DE,10.0,short,-0.8333333333333334,-0.020519255202619123,0.0022122780071353472
4,loss,2002-02-28,-0.0349804161932363,CA,5.0,long,0.8333333333333334,-0.024313248722346043,-0.0046027310202356305
4,loss,2002-02-28,-0.0349804161932363,US,5.0,long,0.8333333333333334,-0.024888052682343724,-0.004650511679847182
4,loss,2002-02-28,-0.0349804161932363,CA,1.0,long,0.8333333333333334,-0.005517198861515211,-0.004688318258184901
4,loss,2002-02-28,-0.0349804161932363,CA,3.0,long,0.8333333333333334,-0.019052513456969306,-0.005677301858841311
4,loss,2002-02-28,-0.0349804161932363,CA,2.0,long,0.8333333333333334,-0.014124349466675807,-0.006144436139537392
5,loss,2022-02-28,-0.034047102975348735,FR,20.0,short,-1.0,-0.05945273694814557,0.0032846492087515735
5,loss,2022-02-28,-0.034047102975348735,DE,20.0,short,-1.0,-0.05906470276815856,0.003058778859080426
5,loss,2022-02-28,-0.034047102975348735,DE,30.0,short,-1.0,-0.07348890992332757,0.0026087196162737827
5,loss,2022-02-28,-0.034047102975348735,US,30.0,short,-1.0,-0.055315778735464324,0.0025183407208164534
5,loss,2022-02-28,-0.034047102975348735,FR,30.0,short,-1.0,-0.060716408041520564,0.0024219794212065543
5,loss,2022-02-28,-0.034047102975348735,CA,5.0,long,1.0,-0.032333349778352415,-0.006762057136610324
5,loss,2022-02-28,-0.034047102975348735,US,2.0,long,1.0,-0.013629284354473288,-0.006937745736693479
5,loss,2022-02-28,-0.034047102975348735,CA,2.0,long,1.0,-0.01367794027521293,-0.006963003219486169
5,loss,2022-02-28,-0.034047102975348735,CA,3.0,long,1.0,-0.02071684175141716,-0.00709640485197421
5,loss,2022-02-28,-0.034047102975348735,US,3.0,long,1.0,-0.0216885989723755,-0.007435868084344948
6,loss,2022-08-31,-0.029386520933243048,GB,20.0,short,-0.6173534708414183,-0.10950159091937439,0.004607385333055513
6,loss,2022-08-31,-0.029386520933243048,US,10.0,short,-0.6173534708414183,-0.05494957774158329,0.003981054984073922
6,loss,2022-08-31,-0.029386520933243048,GB,30.0,short,-0.6173534708414183,-0.1189101607578742,0.0037604374932879644
6,loss,2022-08-31,-0.029386520933243048,US,30.0,short,-0.6173534708414183,-0.09059864737675963,0.00294007711587607
6,loss,2022-08-31,-0.029386520933243048,DE,30.0,short,-0.6173534708414183,-0.1080108841440686,0.002809356502751885
6,loss,2022-08-31,-0.029386520933243048,US,3.0,long,0.6173534708414183,-0.02051663254627947,-0.004481300491351695
6,loss,2022-08-31,-0.029386520933243048,DE,1.0,long,0.6173534708414183,-0.0073683903446098336,-0.0045786416892667535
6,loss,2022-08-31,-0.029386520933243048,GB,1.0,long,0.6173534708414183,-0.008245420433080292,-0.0052023772164122095
6,loss,2022-08-31,-0.029386520933243048,GB,2.0,long,0.6173534708414183,-0.023661113289823447,-0.007578780832625042
6,loss,2022-08-31,-0.029386520933243048,GB,3.0,long,0.6173534708414183,-0.040578154339137466,-0.008777458387505939
7,loss,2008-08-31,-0.029054556221576794,US,1.0,long,0.6666666666666666,0.0039485316978622835,0.002675273087983488
7,loss,2008-08-31,-0.029054556221576794,US,2.0,long,0.6666666666666666,0.007393800601510441,0.0025377323423058434
7,loss,2008-08-31,-0.029054556221576794,US,3.0,long,0.6666666666666666,0.01017543266481961,0.0023651994793287496
7,loss,2008-08-31,-0.029054556221576794,US,5.0,long,0.6666666666666666,0.007780172557516878,0.0011278304900447453
7,loss,2008-08-31,-0.029054556221576794,CA,2.0,short,-0.6666666666666666,-0.002666099113533713,0.0009193179420561501
7,loss,2008-08-31,-0.029054556221576794,DE,3.0,short,-0.6666666666666666,0.01461952274697864,-0.0035161739850309392
7,loss,2008-08-31,-0.029054556221576794,FR,2.0,short,-0.6666666666666666,0.010352316673958637,-0.0036696613650617125
7,loss,2008-08-31,-0.029054556221576794,GB,1.0,short,-0.6666666666666666,0.005993416367854095,-0.004140970035335461
7,loss,2008-08-31,-0.029054556221576794,DE,2.0,short,-0.6666666666666666,0.012521614537065571,-0.00443478046167348
7,loss,2008-08-31,-0.029054556221576794,DE,1.0,short,-0.6666666666666666,0.010404674049018568,-0.0072332798789413065
8,loss,2007-10-31,-0.027986967997493773,US,10.0,long,0.6666666666666666,0.042891746755301524,0.0035790175841207417
