variant,window,piece,cumulative,share
carry_hedged_interbank_3m,2010s,yield_change_pnl,-0.008493064212918905,-0.053583395072991126
carry_hedged_interbank_3m,2010s,funding,0.0,0.0
carry_hedged_interbank_3m,2010s,fx,0.0,0.0
carry_hedged_interbank_3m,2010s,cost,-0.017503922466422468,-0.11043359255645793
carry_hedged_interbank_3m,2010s,r_net,0.15850179335127385,1.0
carry_hedged_interbank_3m,2020s,carry_earned,0.1572265811864916,-2.226016303967207
carry_hedged_interbank_3m,2020s,yield_change_pnl,-0.21423743073245313,3.033176770312291
carry_hedged_interbank_3m,2020s,funding,0.0,-0.0
carry_hedged_interbank_3m,2020s,fx,0.0,-0.0
carry_hedged_interbank_3m,2020s,cost,-0.013620520451770455,0.19283953365491593
carry_hedged_interbank_3m,2020s,r_net,-0.07063136999773198,1.0
carry_hedged_cost0,full,carry_earned,0.7568305886064814,3.400379285855427
carry_hedged_cost0,full,yield_change_pnl,-0.5342581856528836,-2.4003792858554274
carry_hedged_cost0,full,funding,0.0,0.0
carry_hedged_cost0,full,fx,0.0,0.0
carry_hedged_cost0,full,cost,0.0,0.0
carry_hedged_cost0,full,r_net,0.22257240295359787,1.0
carry_hedged_cost0,six,carry_earned,0.5043355765265645,3.52821318773548
carry_hedged_cost0,six,yield_change_pnl,-0.36139195331249685,-2.528213187735479
carry_hedged_cost0,six,funding,0.0,0.0
carry_hedged_cost0,six,fx,0.0,0.0
carry_hedged_cost0,six,cost,0.0,0.0
carry_hedged_cost0,six,r_net,0.1429436232140675,1.0
carry_hedged_cost0,1990s,carry_earned,0.08853238816716845,-41.775355754653724
carry_hedged_cost0,1990s,yield_change_pnl,-0.09065163734094255,42.77535575465373
carry_hedged_cost0,1990s,funding,0.0,-0.0
carry_hedged_cost0,1990s,fx,0.0,-0.0
carry_hedged_cost0,1990s,cost,0.0,-0.0
carry_hedged_cost0,1990s,r_net,-0.002119249173774087,1.0
carry_hedged_cost0,2000s,carry_earned,0.3065244183332638,3.057474334285554
carry_hedged_cost0,2000s,yield_change_pnl,-0.20627029194665916,-2.0574743342855535
carry_hedged_cost0,2000s,funding,0.0,0.0
carry_hedged_cost0,2000s,fx,0.0,0.0
carry_hedged_cost0,2000s,cost,0.0,0.0
carry_hedged_cost0,2000s,r_net,0.10025412638660465,1.0
carry_hedged_cost0,2010s,carry_earned,0.18941355512021613,1.035231102771267
carry_hedged_cost0,2010s,yield_change_pnl,-0.006446143676370798,-0.03523110277126694
carry_hedged_cost0,2010s,funding,0.0,0.0
carry_hedged_cost0,2010s,fx,0.0,0.0
carry_hedged_cost0,2010s,cost,0.0,0.0
carry_hedged_cost0,2010s,r_net,0.18296741144384532,1.0
carry_hedged_cost0,2020s,carry_earned,0.1723602269858331,-2.944824253719136
carry_hedged_cost0,2020s,yield_change_pnl,-0.23089011268891105,3.9448242537191347
carry_hedged_cost0,2020s,funding,0.0,-0.0
carry_hedged_cost0,2020s,fx,0.0,-0.0
carry_hedged_cost0,2020s,cost,0.0,-0.0
carry_hedged_cost0,2020s,r_net,-0.05852988570307803,1.0
carry_hedged_cost2x,full,carry_earned,0.7568305886064814,6.304719802763571
carry_hedged_cost2x,full,yield_change_pnl,-0.5342581856528836,-4.4505972850228765
carry_hedged_cost2x,full,funding,0.0,0.0
carry_hedged_cost2x,full,fx,0.0,0.0
carry_hedged_cost2x,full,cost,-0.1025304958929959,-0.8541225177406951
carry_hedged_cost2x,full,r_net,0.12004190706060199,1.0
carry_hedged_cost2x,six,carry_earned,0.5043355765265645,7.69909984462515
carry_hedged_cost2x,six,yield_change_pnl,-0.36139195331249685,-5.516947169897837
carry_hedged_cost2x,six,funding,0.0,0.0
carry_hedged_cost2x,six,fx,0.0,0.0
carry_hedged_cost2x,six,cost,-0.07743783855033856,-1.182152674727312
carry_hedged_cost2x,six,r_net,0.065505784663729,1.0
carry_hedged_cost2x,1990s,carry_earned,0.08853238816716845,-8.33697248444016
carry_hedged_cost2x,1990s,yield_change_pnl,-0.09065163734094255,8.536539246561905
carry_hedged_cost2x,1990s,funding,0.0,-0.0
carry_hedged_cost2x,1990s,fx,0.0,-0.0
carry_hedged_cost2x,1990s,cost,-0.0085,0.8004332378782575
carry_hedged_cost2x,1990s,r_net,-0.010619249173774084,1.0
